,EC,FC,HP_EHR
T3104,4.494,23.1,2.12
T3105,4.502,23.1,2.12
T3106,4.38,23.1,2.12
T3107,4.349,23.1,2.12
T3108,4.174,23.1,2.12
T3109,4.121,23.1,2.12
T3110,4.136,23.1,2.12
T3111,4.151,23.1,2.12
T3112,4.159,23.1,2.12
T3113,4.319,23.1,2.12
T3114,4.441,23.1,2.12
T3115,4.601,23.1,2.12
T3116,4.7,23.1,2.12
T3117,4.753,23.1,2.12
T3118,4.807,23.1,2.12
T3119,4.814,23.1,2.12
T3120,4.807,23.1,2.12
T3121,4.791,23.1,2.12
T3122,4.807,23.1,2.12
T3123,4.829,23.1,2.12
T3124,4.845,23.1,2.12
T3125,4.921,23.1,2.12
T3126,4.989,23.1,2.12
T3127,5.02,23.1,2.12
T3128,4.997,23.1,2.12
T3129,4.951,23.1,2.12
T3130,4.898,23.1,2.12
T3131,4.829,23.1,2.12
T3132,4.784,23.1,2.12
T3133,4.753,23.1,2.12
T3134,4.753,23.1,2.12
T3135,4.746,23.1,2.12
T3136,4.761,23.1,2.12
T3137,4.768,23.1,2.12
T3138,4.791,23.1,2.12
T3139,4.829,23.1,2.12
T3140,4.898,23.1,2.12
T3141,4.959,23.1,2.12
T3142,5.012,23.1,2.12
T3143,5.05,23.1,2.12
T3144,5.134,23.1,2.12
T3145,5.233,23.1,2.12
T3146,5.386,23.1,2.12
T3147,5.317,23.1,2.12
T3148,5.226,23.1,2.12
T3149,5.195,23.1,2.12
T3150,5.073,23.1,2.12
T3151,4.967,23.1,2.12
T3152,4.868,23.1,2.12
T3153,4.807,23.1,2.12
T3154,4.746,23.1,2.12
T3155,4.746,23.1,2.12
T3156,4.723,23.1,2.12
T3157,4.601,23.1,2.12
T3158,4.593,23.1,2.12
T3159,4.776,23.1,2.12
T3160,4.906,23.1,2.12
T3161,4.822,23.1,2.12
T3162,4.768,23.1,2.12
T3163,4.822,23.1,2.12
T3164,4.875,23.1,2.12
T3165,4.944,23.1,2.12
T3166,4.989,23.1,2.12
T3167,5.088,23.1,2.12
T3168,5.172,23.1,2.12
T3169,5.195,23.1,2.12
T3170,5.165,23.1,2.12
T3171,5.134,23.1,2.12
T3172,5.119,23.1,2.12
T3173,5.104,23.1,2.12
T3174,5.096,23.1,2.12
T3175,5.02,23.1,2.12
T3176,4.967,23.1,2.12
T3177,4.86,23.1,2.12
T3178,4.799,23.1,2.12
T3179,4.791,23.1,2.12
T3180,4.753,23.1,2.12
T3181,4.692,23.1,2.12
T3182,4.715,23.1,2.12
T3183,4.707,23.1,2.12
T3184,4.692,23.1,2.12
T3185,4.715,23.1,2.12
T3186,4.738,23.1,2.12
T3187,4.753,23.1,2.12
T3188,4.814,23.1,2.12
T3189,4.921,23.1,2.12
T3190,4.989,23.1,2.12
T3191,5.058,23.1,2.12
T3192,5.111,23.1,2.12
T3193,5.309,23.1,2.12
T3194,5.317,23.1,2.12
T3195,5.317,23.1,2.12
T3196,5.233,23.1,2.12
T3197,5.172,23.1,2.12
T3198,5.096,23.1,2.12
T3199,4.959,23.1,2.12
T3200,4.852,23.1,2.12
T3201,4.845,23.1,2.12
T3202,4.746,23.1,2.12
T3203,4.73,23.1,2.12
T3204,4.669,23.1,2.12
T3205,4.647,23.1,2.12
T3206,4.586,23.1,2.12
T3207,4.563,23.1,2.12
T3208,4.525,23.1,2.12
T3209,4.517,23.1,2.12
T3210,4.578,23.1,2.12
T3211,4.608,23.1,2.12
T3212,4.669,23.1,2.12
T3213,4.761,23.1,2.12
T3214,4.845,23.1,2.12
T3215,4.868,23.1,2.12
T3216,4.928,23.1,2.12
T3217,4.974,23.1,2.12
T3218,4.989,23.1,2.12
T3219,4.997,23.1,2.12
T3220,4.936,23.1,2.12
T3221,4.913,23.1,2.12
T3222,4.875,23.1,2.12
T3223,4.807,23.1,2.12
T3224,4.715,23.1,2.12
T3225,4.677,23.1,2.12
T3226,4.654,23.1,2.12
T3227,4.707,23.1,2.12
T3228,4.601,23.1,2.12
T3229,4.532,23.1,2.12
T3230,4.54,23.1,2.12
T3231,4.662,23.1,2.12
T3232,4.601,23.1,2.12
T3233,4.532,23.1,2.12
T3234,4.532,23.1,2.12
T3235,4.532,23.1,2.12
T3236,4.593,23.1,2.12
T3237,4.616,23.1,2.12
T3238,4.654,23.1,2.12
T3239,4.692,23.1,2.12
T3240,4.738,23.1,2.12
T3241,4.837,23.1,2.12
T3242,4.868,23.1,2.12
T3243,4.837,23.1,2.12
T3244,4.822,23.1,2.12
T3245,4.814,23.1,2.12
T3246,4.829,23.1,2.12
T3247,4.761,23.1,2.12
T3248,4.73,23.1,2.12
T3249,4.624,23.1,2.12
T3250,4.57,23.1,2.12
T3251,4.54,23.1,2.12
T3252,4.517,23.1,2.12
T3253,4.502,23.1,2.12
T3254,4.586,23.1,2.12
T3255,4.509,23.1,2.12
T3256,4.509,23.1,2.12
T3257,4.471,23.1,2.12
T3258,4.487,23.1,2.12
T3259,4.547,23.1,2.12
T3260,4.601,23.1,2.12
T3261,4.654,23.1,2.12
T3262,4.685,23.1,2.12
T3263,4.738,23.1,2.12
T3264,4.738,23.1,2.12
T3265,4.746,23.1,2.12
T3266,4.791,23.1,2.12
T3267,4.875,23.1,2.12
T3268,4.89,23.1,2.12
T3269,4.928,23.1,2.12
T3270,4.852,23.1,2.12
T3271,4.799,23.1,2.12
T3272,4.738,23.1,2.12
T3273,4.631,23.1,2.12
T3274,4.601,23.1,2.12
T3275,4.525,23.1,2.12
T3276,4.448,23.1,2.12
T3277,4.334,23.1,2.12
T3278,4.334,23.1,2.12
T3279,4.319,23.1,2.12
T3280,4.326,23.1,2.12
T3281,4.509,23.1,2.12
T3282,4.54,23.1,2.12
T3283,4.525,23.1,2.12
T3284,4.586,23.1,2.12
T3285,4.654,23.1,2.12
T3286,4.692,23.1,2.12
T3287,4.692,23.1,2.12
T3288,4.7,23.1,2.12
T3289,4.7,23.1,2.12
T3290,4.692,23.1,2.12
T3291,4.707,23.1,2.12
T3292,4.723,23.1,2.12
T3293,4.715,23.1,2.12
T3294,4.692,23.1,2.12
T3295,4.647,23.1,2.12
T3296,4.624,23.1,2.12
T3297,4.616,23.1,2.12
T3298,4.578,23.1,2.12
T3299,4.57,23.1,2.12
T3300,4.601,23.1,2.12
T3301,4.647,23.1,2.12
T3302,4.586,23.1,2.12
T3303,4.555,23.1,2.12
T3304,4.601,23.1,2.12
T3305,4.54,23.1,2.12
T3306,4.532,23.1,2.12
T3307,4.525,23.1,2.12
T3308,4.532,23.1,2.12
T3309,4.532,23.1,2.12
T3310,4.54,23.1,2.12
T3311,4.555,23.1,2.12
T3312,4.57,23.1,2.12
T3313,4.578,23.1,2.12
T3314,4.578,23.1,2.12
T3315,4.586,23.1,2.12
T3316,4.593,23.1,2.12
T3317,4.593,23.1,2.12
T3318,4.578,23.1,2.12
T3319,4.578,23.1,2.12
T3320,4.555,23.1,2.12
T3321,4.532,23.1,2.12
T3322,4.525,23.1,2.12
T3323,4.464,23.1,2.12
T3324,4.372,23.1,2.12
T3325,4.372,23.1,2.12
T3326,4.357,23.1,2.12
T3327,4.342,23.1,2.12
T3328,4.342,23.1,2.12
T3329,4.365,23.1,2.12
T3330,4.433,23.1,2.12
T3331,4.448,23.1,2.12
T3332,4.502,23.1,2.12
T3333,4.601,23.1,2.12
T3334,4.692,23.1,2.12
T3335,4.829,23.1,2.12
T3336,4.898,23.1,2.12
T3337,4.944,23.1,2.12
T3338,4.997,23.1,2.12
T3339,4.868,23.1,2.12
T3340,4.852,23.1,2.12
T3341,4.883,23.1,2.12
T3342,4.73,23.1,2.12
T3343,4.662,23.1,2.12
T3344,4.639,23.1,2.12
T3345,4.578,23.1,2.12
T3346,4.54,23.1,2.12
T3347,4.494,23.1,2.12
T3348,4.448,23.1,2.12
T3349,4.41,23.1,2.12
T3350,4.326,23.1,2.12
T3351,4.266,23.1,2.12
T3352,4.243,23.1,2.12
T3353,4.25,23.1,2.12
T3354,4.311,23.1,2.12
T3355,4.441,23.1,2.12
T3356,4.547,23.1,2.12
T3357,4.54,23.1,2.12
T3358,4.608,23.1,2.12
T3359,4.639,23.1,2.142
T3360,4.692,23.1,2.142
T3361,4.753,23.1,2.142
T3362,4.799,23.1,2.142
T3363,4.791,23.1,2.142
T3364,4.746,23.1,2.142
T3365,4.723,23.1,2.142
T3366,4.654,23.1,2.142
T3367,4.616,23.1,2.142
T3368,4.586,23.1,2.142
T3369,4.509,23.1,2.142
T3370,4.433,23.1,2.142
T3371,4.38,23.1,2.142
T3372,4.326,23.1,2.142
T3373,4.334,23.1,2.142
T3374,4.334,23.1,2.142
T3375,4.319,23.1,2.142
T3376,4.349,23.1,2.142
T3377,4.418,23.1,2.142
T3378,4.441,23.1,2.142
T3379,4.471,23.1,2.142
T3380,4.494,23.1,2.142
T3381,4.494,23.1,2.142
T3382,4.517,23.1,2.142
T3383,4.532,23.1,2.142
T3384,4.547,23.1,2.142
T3385,4.555,23.1,2.142
T3386,4.54,23.1,2.142
T3387,4.532,23.1,2.142
T3388,4.555,23.1,2.142
T3389,4.532,23.1,2.142
T3390,4.471,23.1,2.142
T3391,4.418,23.1,2.142
T3392,4.334,23.1,2.142
T3393,4.273,23.1,2.142
T3394,4.243,23.1,2.142
T3395,4.227,23.1,2.142
T3396,4.227,23.1,2.142
T3397,4.25,23.1,2.142
T3398,4.227,23.1,2.142
T3399,4.281,23.1,2.142
T3400,4.319,23.1,2.142
T3401,4.342,23.1,2.142
T3402,4.372,23.1,2.142
T3403,4.387,23.1,2.142
T3404,4.433,23.1,2.142
T3405,4.487,23.1,2.142
T3406,4.517,23.1,2.142
T3407,4.502,23.1,2.142
T3408,4.525,23.1,2.142
T3409,4.601,23.1,2.142
T3410,4.662,23.1,2.142
T3411,4.654,23.1,2.142
T3412,4.647,23.1,2.142
T3413,4.639,23.1,2.142
T3414,4.616,23.1,2.142
T3415,4.547,23.1,2.142
T3416,4.464,23.1,2.142
T3417,4.441,23.1,2.142
T3418,4.403,23.1,2.142
T3419,4.38,23.1,2.142
T3420,4.311,23.1,2.142
T3421,4.342,23.1,2.142
T3422,4.319,23.1,2.142
T3423,4.281,23.1,2.142
T3424,4.174,23.1,2.142
T3425,4.197,23.1,2.142
T3426,4.205,23.1,2.142
T3427,4.266,23.1,2.142
T3428,4.372,23.1,2.142
T3429,4.479,23.1,2.142
T3430,4.578,23.1,2.142
T3431,4.654,23.1,2.142
T3432,4.761,23.1,2.142
T3433,4.738,23.1,2.142
T3434,4.631,23.1,2.142
T3435,4.616,23.1,2.142
T3436,4.631,23.1,2.142
T3437,4.608,23.1,2.142
T3438,4.578,23.1,2.142
T3439,4.57,23.1,2.142
T3440,4.555,23.1,2.142
T3441,4.502,23.1,2.142
T3442,4.456,23.1,2.142
T3443,4.494,23.1,2.142
T3444,4.426,23.1,2.142
T3445,4.38,23.1,2.142
T3446,4.41,23.1,2.142
T3447,4.38,23.1,2.142
T3448,4.41,23.1,2.142
T3449,4.426,23.1,2.142
T3450,4.547,23.1,2.142
T3451,4.54,23.1,2.142
T3452,4.57,23.1,2.142
T3453,4.601,23.1,2.142
T3454,4.593,23.1,2.142
T3455,4.631,23.1,2.142
T3456,4.685,23.1,2.142
T3457,4.677,23.1,2.142
T3458,4.685,23.1,2.142
T3459,4.685,23.1,2.142
T3460,4.669,23.1,2.142
T3461,4.662,23.1,2.142
T3462,4.647,23.1,2.142
T3463,4.624,23.1,2.142
T3464,4.57,23.1,2.142
T3465,4.494,23.1,2.142
T3466,4.418,23.1,2.142
T3467,4.357,23.1,2.142
T3468,4.311,23.1,2.142
T3469,4.304,23.1,2.142
T3470,4.25,23.1,2.142
T3471,4.205,23.1,2.142
T3472,4.189,23.1,2.142
T3473,4.189,23.1,2.142
T3474,4.22,23.1,2.142
T3475,4.227,23.1,2.142
T3476,4.243,23.1,2.142
T3477,4.296,23.1,2.142
T3478,4.38,23.1,2.142
T3479,4.441,23.1,2.142
T3480,4.502,23.1,2.142
T3481,4.631,23.1,2.142
T3482,4.723,23.1,2.142
T3483,4.7,23.1,2.142
T3484,4.723,23.1,2.142
T3485,4.723,23.1,2.142
T3486,4.578,23.1,2.142
T3487,4.426,23.1,2.142
T3488,4.342,23.1,2.142
T3489,4.357,23.1,2.142
T3490,4.25,23.1,2.142
T3491,4.25,23.1,2.142
T3492,4.22,23.1,2.142
T3493,4.205,23.1,2.142
T3494,4.182,23.1,2.142
T3495,4.205,23.1,2.142
T3496,4.197,23.1,2.142
T3497,4.205,23.1,2.142
T3498,4.273,23.1,2.142
T3499,4.365,23.1,2.142
T3500,4.433,23.1,2.142
T3501,4.487,23.1,2.142
T3502,4.525,23.1,2.142
T3503,4.586,23.1,2.142
T3504,4.616,23.1,2.142
T3505,4.647,23.1,2.142
T3506,4.662,23.1,2.142
T3507,4.723,23.1,2.142
T3508,4.807,23.1,2.168
T3509,4.73,23.1,2.168
T3510,4.555,23.1,2.168
T3511,4.426,23.1,2.168
T3512,4.273,23.1,2.168
T3513,4.205,23.1,2.168
T3514,4.205,23.1,2.168
T3515,4.205,23.1,2.168
T3516,4.235,23.1,2.168
T3517,4.205,23.1,2.168
T3518,4.159,23.1,2.168
T3519,4.182,23.1,2.168
T3520,4.258,23.1,2.168
T3521,4.319,23.1,2.168
T3522,4.319,23.1,2.168
T3523,4.387,23.1,2.168
T3524,4.418,23.1,2.168
T3525,4.448,23.1,2.168
T3526,4.479,23.1,2.168
T3527,4.54,23.1,2.168
T3528,4.586,23.1,2.168
T3529,4.608,23.1,2.168
T3530,4.662,23.1,2.168
T3531,4.7,23.1,2.168
T3532,4.715,23.1,2.168
T3533,4.685,23.1,2.168
T3534,4.578,23.1,2.168
T3535,4.441,23.1,2.168
T3536,4.349,23.1,2.168
T3537,4.288,23.1,2.168
T3538,4.243,23.1,2.168
T3539,4.189,23.1,2.168
T3540,4.151,23.1,2.168
T3541,4.128,23.1,2.168
T3542,4.144,23.1,2.168
T3543,4.159,23.1,2.168
T3544,4.212,23.1,2.168
T3545,4.235,23.1,2.168
T3546,4.266,23.1,2.168
T3547,4.266,23.1,2.168
T3548,4.334,23.1,2.168
T3549,4.456,23.1,2.168
T3550,4.502,23.1,2.168
T3551,4.586,23.1,2.168
T3552,4.669,23.1,2.168
T3553,4.761,23.1,2.168
T3554,4.791,23.1,2.168
T3555,4.814,23.1,2.168
T3556,4.883,23.1,2.168
T3557,4.883,23.1,2.168
T3558,4.677,23.1,2.168
T3559,4.387,23.1,2.168
T3560,4.304,23.1,2.168
T3561,4.288,23.1,2.168
T3562,4.273,23.1,2.168
T3563,4.212,23.1,2.168
T3564,4.182,23.1,2.168
T3565,4.144,23.1,2.168
T3566,4.121,23.1,2.168
T3567,4.136,23.1,2.168
T3568,4.189,23.1,2.168
T3569,4.235,23.1,2.168
T3570,4.273,23.1,2.168
T3571,4.25,23.1,2.168
T3572,4.281,23.1,2.168
T3573,4.357,23.1,2.168
T3574,4.418,23.1,2.168
T3575,4.456,23.1,2.168
T3576,4.494,23.1,2.168
T3577,4.525,23.1,2.168
T3578,4.601,23.1,2.168
T3579,4.707,23.1,2.168
T3580,4.715,23.1,2.168
T3581,4.677,23.1,2.168
T3582,4.494,23.1,2.168
T3583,4.426,23.1,2.168
T3584,4.403,23.1,2.168
T3585,4.365,23.1,2.168
T3586,4.281,23.1,2.168
T3587,4.182,23.1,2.168
T3588,4.09,23.1,2.168
T3589,4.075,23.1,2.168
T3590,4.197,23.1,2.168
T3591,4.197,23.1,2.168
T3592,4.212,23.1,2.168
T3593,4.311,23.1,2.168
T3594,4.365,23.1,2.168
T3595,4.372,23.1,2.168
T3596,4.403,23.1,2.168
T3597,4.494,23.1,2.168
T3598,4.517,23.1,2.168
T3599,4.54,23.1,2.168
T3600,4.532,23.1,2.168
T3601,4.547,23.1,2.168
T3602,4.464,23.1,2.168
T3603,4.471,23.1,2.168
T3604,4.464,23.1,2.168
T3605,4.464,23.1,2.168
T3606,4.441,23.1,2.168
T3607,4.426,23.1,2.168
T3608,4.365,23.1,2.168
T3609,4.266,23.1,2.168
T3610,4.166,23.1,2.168
T3611,4.022,23.1,2.168
T3612,3.945,23.1,2.168
T3613,3.923,23.1,2.168
T3614,3.877,23.1,2.168
T3615,3.854,23.1,2.168
T3616,3.831,23.1,2.168
T3617,3.846,23.1,2.168
T3618,3.923,23.1,2.168
T3619,4.136,23.1,2.168
T3620,4.296,23.1,2.168
T3621,4.403,23.1,2.168
T3622,4.448,23.1,2.168
T3623,4.471,23.1,2.168
T3624,4.502,23.1,2.168
T3625,4.525,23.1,2.168
T3626,4.532,23.1,2.168
T3627,4.555,23.1,2.168
T3628,4.464,23.1,2.168
T3629,4.441,23.1,2.168
T3630,4.38,23.1,2.168
T3631,4.334,23.1,2.168
T3632,4.266,23.1,2.168
T3633,4.189,23.1,2.168
T3634,4.06,23.1,2.168
T3635,3.961,23.1,2.168
T3636,3.907,23.1,2.168
T3637,3.839,23.1,2.168
T3638,3.793,23.1,2.168
T3639,3.778,23.1,2.168
T3640,3.755,23.1,2.168
T3641,3.801,23.1,2.168
T3642,3.846,23.1,2.168
T3643,3.869,23.1,2.168
T3644,3.953,23.1,2.168
T3645,3.991,23.1,2.168
T3646,4.075,23.1,2.168
T3647,4.159,23.1,2.168
T3648,4.273,23.1,2.168
T3649,4.349,23.1,2.168
T3650,4.334,23.1,2.168
T3651,4.456,23.1,2.168
T3652,4.525,23.1,2.168
T3653,4.426,23.1,2.168
T3654,4.227,23.1,2.168
T3655,4.06,23.1,2.168
T3656,3.885,23.1,2.168
T3657,3.778,23.1,2.168
T3658,3.702,23.1,2.168
T3659,3.625,23.1,2.168
T3660,3.656,23.1,2.168
T3661,3.641,23.1,2.168
T3662,3.648,23.1,2.168
T3663,3.61,23.1,2.168
T3664,3.61,23.1,2.168
T3665,3.732,23.1,2.191
T3666,3.816,23.1,2.191
T3667,3.77,23.1,2.191
T3668,3.862,23.1,2.191
T3669,3.961,23.1,2.191
T3670,4.022,23.1,2.191
T3671,4.349,23.1,2.191
T3672,4.433,23.1,2.191
T3673,4.464,23.1,2.191
T3674,4.479,23.1,2.191
T3675,4.502,23.1,2.191
T3676,4.517,23.1,2.191
T3677,4.509,23.1,2.191
T3678,4.448,23.1,2.191
T3679,4.418,23.1,2.191
T3680,4.365,23.1,2.191
T3681,4.311,23.1,2.191
T3682,4.273,23.1,2.191
T3683,4.266,23.1,2.191
T3684,4.243,23.1,2.191
T3685,4.235,23.1,2.191
T3686,4.22,23.1,2.191
T3687,4.212,23.1,2.191
T3688,4.22,23.1,2.191
T3689,4.212,23.1,2.191
T3690,4.243,23.1,2.191
T3691,4.197,23.1,2.191
T3692,4.266,23.1,2.191
T3693,4.342,23.1,2.191
T3694,4.41,23.1,2.191
T3695,4.464,23.1,2.191
T3696,4.517,23.1,2.191
T3697,4.547,23.1,2.191
T3698,4.578,23.1,2.191
T3699,4.608,23.1,2.191
T3700,4.601,23.1,2.191
T3701,4.593,23.1,2.191
T3702,4.54,23.1,2.191
T3703,4.441,23.1,2.191
T3704,4.296,23.1,2.191
T3705,4.205,23.1,2.191
T3706,4.151,23.1,2.191
T3707,4.106,23.1,2.191
T3708,4.083,23.1,2.191
T3709,4.045,23.1,2.191
T3710,4.037,23.1,2.191
T3711,4.029,23.1,2.191
T3712,4.106,23.1,2.191
T3713,4.151,23.1,2.191
T3714,4.197,23.1,2.191
T3715,4.266,23.1,2.191
T3716,4.319,23.1,2.191
T3717,4.326,23.1,2.191
T3718,4.326,23.1,2.191
T3719,4.357,23.1,2.191
T3720,4.38,23.1,2.191
T3721,4.387,23.1,2.191
T3722,4.448,23.1,2.191
T3723,4.426,23.1,2.191
T3724,4.471,23.1,2.191
T3725,4.494,23.1,2.191
T3726,4.54,23.1,2.191
T3727,4.525,23.1,2.191
T3728,4.502,23.1,2.191
T3729,4.441,23.1,2.191
T3730,4.433,23.1,2.191
T3731,4.395,23.1,2.191
T3732,4.372,23.1,2.191
T3733,4.288,23.1,2.191
T3734,4.273,23.1,2.191
T3735,4.227,23.1,2.191
T3736,4.25,23.1,2.191
T3737,4.281,23.1,2.191
T3738,4.342,23.1,2.191
T3739,4.38,23.1,2.191
T3740,4.403,23.1,2.191
T3741,4.433,23.1,2.191
T3742,4.479,23.1,2.191
T3743,4.502,23.1,2.191
T3744,4.502,23.1,2.191
T3745,4.487,23.1,2.191
T3746,4.624,23.1,2.191
T3747,4.677,23.1,2.191
T3748,4.723,23.1,2.191
T3749,4.723,23.1,2.191
T3750,4.723,23.1,2.191
T3751,4.707,23.1,2.191
T3752,4.616,23.1,2.191
T3753,4.532,23.1,2.191
T3754,4.494,23.1,2.191
T3755,4.555,23.1,2.191
T3756,4.456,23.1,2.191
T3757,4.403,23.1,2.191
T3758,4.326,23.1,2.191
T3759,4.395,23.1,2.191
T3760,4.41,23.1,2.191
T3761,4.288,23.1,2.191
T3762,4.273,23.1,2.191
T3763,4.334,23.1,2.191
T3764,4.372,23.1,2.191
T3765,4.563,23.1,2.191
T3766,4.624,23.1,2.191
T3767,4.624,23.1,2.191
T3768,4.639,23.1,2.191
T3769,4.639,23.1,2.191
T3770,4.7,23.1,2.191
T3771,4.73,23.1,2.191
T3772,4.631,23.1,2.191
T3773,4.479,23.1,2.191
T3774,4.448,23.1,2.191
T3775,4.41,23.1,2.191
T3776,4.357,23.1,2.191
T3777,4.342,23.1,2.191
T3778,4.372,23.1,2.191
T3779,4.304,23.1,2.191
T3780,4.288,23.1,2.191
T3781,4.235,23.1,2.191
T3782,4.258,23.1,2.191
T3783,4.25,23.1,2.191
T3784,4.174,23.1,2.191
T3785,4.189,23.1,2.191
T3786,4.166,23.1,2.191
T3787,4.197,23.1,2.191
T3788,4.25,23.1,2.191
T3789,4.38,23.1,2.191
T3790,4.502,23.1,2.191
T3791,4.555,23.1,2.191
T3792,4.578,23.1,2.191
T3793,4.647,23.1,2.191
T3794,4.692,23.1,2.191
T3795,4.715,23.1,2.191
T3796,4.723,23.1,2.191
T3797,4.639,23.1,2.191
T3798,4.517,23.1,2.191
T3799,4.471,23.1,2.191
T3800,4.372,23.1,2.191
T3801,4.296,23.1,2.191
T3802,4.243,23.1,2.191
T3803,4.189,23.1,2.191
T3804,4.113,23.1,2.191
T3805,4.106,23.1,2.191
T3806,4.09,23.1,2.191
T3807,4.136,23.1,2.191
T3808,4.159,23.1,2.191
T3809,4.151,23.1,2.191
T3810,4.151,23.1,2.191
T3811,4.22,23.1,2.191
T3812,4.266,23.1,2.191
T3813,4.304,23.1,2.191
T3814,4.387,23.1,2.191
T3815,4.403,23.1,2.191
T3816,4.403,23.1,2.191
T3817,4.433,23.1,2.191
T3818,4.54,23.1,2.191
T3819,4.685,23.1,2.191
T3820,4.723,23.1,2.191
T3821,4.647,23.1,2.191
T3822,4.448,23.1,2.191
T3823,4.334,23.1,2.191
T3824,4.296,23.1,2.191
T3825,4.25,23.1,2.191
T3826,4.227,23.1,2.191
T3827,4.189,23.1,2.191
T3828,4.205,23.1,2.191
T3829,4.159,23.1,2.191
T3830,4.151,23.1,2.191
T3831,4.121,23.1,2.191
T3832,4.166,23.1,2.191
T3833,4.189,23.1,2.191
T3834,4.174,23.1,2.191
T3835,4.243,23.1,2.191
T3836,4.288,23.1,2.191
T3837,4.334,23.1,2.191
T3838,4.387,23.1,2.191
T3839,4.403,23.1,2.191
T3840,4.426,23.1,2.191
T3841,4.433,23.1,2.191
T3842,4.456,23.1,2.191
T3843,4.471,23.1,2.191
T3844,4.464,23.1,2.191
T3845,4.464,23.1,2.191
T3846,4.41,23.1,2.191
T3847,4.326,23.1,2.191
T3848,4.296,23.1,2.191
T3849,4.227,23.1,2.191
T3850,4.113,23.1,2.191
T3851,4.083,23.1,2.191
T3852,4.014,23.1,2.191
T3853,3.961,23.1,2.191
T3854,3.976,23.1,2.191
T3855,3.938,23.1,2.191
T3856,3.976,23.1,2.191
T3857,3.991,23.1,2.191
T3858,4.075,23.1,2.191
T3859,4.106,23.1,2.191
T3860,4.113,23.1,2.191
T3861,4.128,23.1,2.191
T3862,4.144,23.1,2.191
T3863,4.151,23.1,2.191
T3864,4.159,23.1,2.191
T3865,4.144,23.1,2.191
T3866,4.151,23.1,2.191
T3867,4.189,23.1,2.191
T3868,4.22,23.1,2.191
T3869,4.258,23.1,2.191
T3870,4.258,23.1,2.191
T3871,4.258,23.1,2.191
T3872,4.25,23.1,2.191
T3873,4.189,23.1,2.191
T3874,4.098,23.1,2.191
T3875,3.953,23.1,2.191
T3876,3.747,23.1,2.191
T3877,3.74,23.1,2.191
T3878,3.755,23.1,2.191
T3879,3.793,23.1,2.191
T3880,3.877,23.1,2.191
T3881,3.892,23.1,2.191
T3882,4.052,23.1,2.191
T3883,4.174,23.1,2.191
T3884,4.09,23.1,2.191
T3885,4.09,23.1,2.191
T3886,4.083,23.1,2.191
T3887,4.09,23.1,2.191
T3888,4.09,23.1,2.191
T3889,4.113,23.1,2.191
T3890,4.144,23.1,2.191
T3891,4.166,23.1,2.191
T3892,4.189,23.1,2.191
T3893,4.189,23.1,2.191
T3894,4.174,23.1,2.191
T3895,4.166,23.1,2.191
T3896,4.144,23.1,2.191
T3897,4.121,23.1,2.191
T3898,4.083,23.1,2.191
T3899,4.022,23.1,2.191
T3900,3.961,23.1,2.191
T3901,4.052,23.1,2.191
T3902,4.014,23.1,2.191
T3903,4.052,23.1,2.191
T3904,4.006,23.1,2.191
T3905,3.999,23.1,2.191
T3906,4.006,23.1,2.191
T3907,4.037,23.1,2.191
T3908,4.098,23.1,2.191
T3909,4.136,23.1,2.191
T3910,4.136,23.1,2.191
T3911,4.113,23.1,2.191
T3912,4.106,23.1,2.191
T3913,4.113,23.1,2.191
T3914,4.136,23.1,2.191
T3915,4.174,23.1,2.191
T3916,4.182,23.1,2.191
T3917,4.182,23.1,2.191
T3918,4.159,23.1,2.191
T3919,4.151,23.1,2.191
T3920,4.121,23.1,2.191
T3921,4.075,23.1,2.191
T3922,4.014,23.1,2.191
T3923,3.938,23.1,2.191
T3924,3.93,23.1,2.191
T3925,3.907,23.1,2.191
T3926,3.854,23.1,2.191
T3927,3.801,23.1,2.191
T3928,3.801,23.1,2.191
T3929,3.839,23.1,2.191
T3930,3.885,23.1,2.191
T3931,3.953,23.1,2.191
T3932,4.006,23.1,2.191
T3933,4.067,23.1,2.191
T3934,4.128,23.1,2.191
T3935,4.174,23.1,2.191
T3936,4.258,23.1,2.191
T3937,4.273,23.1,2.191
T3938,4.326,23.1,2.191
T3939,4.357,23.1,2.191
T3940,4.395,23.1,2.191
T3941,4.372,23.1,2.191
T3942,4.311,23.1,2.191
T3943,4.235,23.1,2.191
T3944,4.113,23.1,2.191
T3945,3.999,23.1,2.191
T3946,3.907,23.1,2.191
T3947,3.816,23.1,2.191
T3948,3.816,23.1,2.191
T3949,3.801,23.1,2.191
T3950,3.793,23.1,2.191
T3951,3.793,23.1,2.191
T3952,3.808,23.1,2.191
T3953,3.846,23.1,2.191
T3954,3.877,23.1,2.191
T3955,3.938,23.1,2.191
T3956,4.014,23.1,2.191
T3957,4.113,23.1,2.191
T3958,4.212,23.1,2.191
T3959,4.334,23.1,2.191
T3960,4.38,23.1,2.191
T3961,4.471,23.1,2.191
T3962,4.471,23.1,2.191
T3963,4.517,23.1,2.191
T3964,4.448,23.1,2.191
T3965,4.349,23.1,2.191
T3966,4.25,23.1,2.191
T3967,4.212,23.1,2.191
T3968,4.159,23.1,2.191
T3969,4.106,23.1,2.191
T3970,3.976,23.1,2.191
T3971,3.9,23.1,2.191
T3972,3.839,23.1,2.191
T3973,3.801,23.1,2.191
T3974,3.763,23.1,2.191
T3975,3.717,23.1,2.191
T3976,3.74,23.1,2.191
T3977,3.763,23.1,2.191
